date,subscription,resource_group,service,cost
2025-12-31,sub-dev,rg-web,Networking,18.59
2025-12-31,sub-dev,rg-web,AI,23.63
2025-12-31,sub-dev,rg-web,Monitoring,12.15
2025-12-31,sub-dev,rg-data,Compute,115.28
2025-12-31,sub-dev,rg-data,Storage,51.16
2025-12-31,sub-dev,rg-data,SQL,72.7
2025-12-31,sub-dev,rg-data,Networking,23.71
2025-12-31,sub-dev,rg-data,AI,36.98
2025-12-31,sub-dev,rg-data,Monitoring,16.77
2026-01-01,sub-prod,rg-core,Compute,239.75
2026-01-01,sub-prod,rg-core,Storage,97.06
2026-01-01,sub-prod,rg-core,SQL,150.66
2026-01-01,sub-prod,rg-core,Networking,40.4
2026-01-01,sub-prod,rg-core,AI,49.6
2026-01-01,sub-prod,rg-core,Monitoring,30.86
2026-01-01,sub-prod,rg-analytics,Compute,164.31
2026-01-01,sub-prod,rg-analytics,Storage,84.68
2026-01-01,sub-prod,rg-analytics,SQL,119.97
2026-01-01,sub-prod,rg-analytics,Networking,38.58
2026-01-01,sub-prod,rg-analytics,AI,52.7
2026-01-01,sub-prod,rg-analytics,Monitoring,25.17
2026-01-01,sub-prod,rg-ml,Compute,178.42
2026-01-01,sub-prod,rg-ml,Storage,76.58
2026-01-01,sub-prod,rg-ml,SQL,104.36
2026-01-01,sub-prod,rg-ml,Networking,35.05
2026-01-01,sub-prod,rg-ml,AI,43.67
2026-01-01,sub-prod,rg-ml,Monitoring,26.33
2026-01-01,sub-prod,rg-web,Compute,169.2
2026-01-01,sub-prod,rg-web,Storage,62.22
2026-01-01,sub-prod,rg-web,SQL,99.87
2026-01-01,sub-prod,rg-web,Networking,32.56
2026-01-01,sub-prod,rg-web,AI,37.97
2026-01-01,sub-prod,rg-web,Monitoring,21.73
2026-01-01,sub-prod,rg-data,Compute,197.28
2026-01-01,sub-prod,rg-data,Storage,84.76
2026-01-01,sub-prod,rg-data,SQL,128.7
2026-01-01,sub-prod,rg-data,Networking,37.41
2026-01-01,sub-prod,rg-data,AI,54.83
2026-01-01,sub-prod,rg-data,Monitoring,26.82
2026-01-01,sub-dev,rg-core,Compute,117.03
2026-01-01,sub-dev,rg-core,Storage,49.98
2026-01-01,sub-dev,rg-core,SQL,63.12
2026-01-01,sub-dev,rg-core,Networking,19.5
2026-01-01,sub-dev,rg-core,AI,25.18
2026-01-01,sub-dev,rg-core,Monitoring,16.02
2026-01-01,sub-dev,rg-analytics,Compute,100.18
2026-01-01,sub-dev,rg-analytics,Storage,40.67
2026-01-01,sub-dev,rg-analytics,SQL,54.55
2026-01-01,sub-dev,rg-analytics,Networking,19.95
2026-01-01,sub-dev,rg-analytics,AI,23.14
2026-01-01,sub-dev,rg-analytics,Monitoring,13.58
2026-01-01,sub-dev,rg-ml,Compute,74.6
2026-01-01,sub-dev,rg-ml,Storage,40.1
2026-01-01,sub-dev,rg-ml,SQL,49.71
2026-01-01,sub-dev,rg-ml,Networking,17.9
2026-01-01,sub-dev,rg-ml,AI,11.8
2026-01-01,sub-dev,rg-ml,Monitoring,11.41
2026-01-01,sub-dev,rg-web,Compute,96.97
2026-01-01,sub-dev,rg-web,Storage,31.64
2026-01-01,sub-dev,rg-web,SQL,55.0
2026-01-01,sub-dev,rg-web,Networking,17.16
2026-01-01,sub-dev,rg-web,AI,18.15
2026-01-01,sub-dev,rg-web,Monitoring,10.81
2026-01-01,sub-dev,rg-data,Compute,77.07
2026-01-01,sub-dev,rg-data,Storage,42.22
2026-01-01,sub-dev,rg-data,SQL,71.4
2026-01-01,sub-dev,rg-data,Networking,20.21
2026-01-01,sub-dev,rg-data,AI,26.27
2026-01-01,sub-dev,rg-data,Monitoring,14.11
2026-01-02,sub-prod,rg-core,Compute,238.36
2026-01-02,sub-prod,rg-core,Storage,92.22
2026-01-02,sub-prod,rg-core,SQL,162.55
2026-01-02,sub-prod,rg-core,Networking,43.58
2026-01-02,sub-prod,rg-core,AI,61.1
2026-01-02,sub-prod,rg-core,Monitoring,29.05
2026-01-02,sub-prod,rg-analytics,Compute,158.39
2026-01-02,sub-prod,rg-analytics,Storage,74.56
2026-01-02,sub-prod,rg-analytics,SQL,96.89
2026-01-02,sub-prod,rg-analytics,Networking,33.76
2026-01-02,sub-prod,rg-analytics,AI,52.16
2026-01-02,sub-prod,rg-analytics,Monitoring,24.4
2026-01-02,sub-prod,rg-ml,Compute,146.32
2026-01-02,sub-prod,rg-ml,Storage,72.26
2026-01-02,sub-prod,rg-ml,SQL,102.92
2026-01-02,sub-prod,rg-ml,Networking,32.37
2026-01-02,sub-prod,rg-ml,AI,46.98
2026-01-02,sub-prod,rg-ml,Monitoring,24.01
2026-01-02,sub-prod,rg-web,Compute,140.14
2026-01-02,sub-prod,rg-web,Storage,62.01
2026-01-02,sub-prod,rg-web,SQL,91.02
2026-01-02,sub-prod,rg-web,Networking,29.26
2026-01-02,sub-prod,rg-web,AI,43.61
2026-01-02,sub-prod,rg-web,Monitoring,21.65
2026-01-02,sub-prod,rg-data,Compute,198.2
2026-01-02,sub-prod,rg-data,Storage,80.95
2026-01-02,sub-prod,rg-data,SQL,121.91
2026-01-02,sub-prod,rg-data,Networking,38.25
2026-01-02,sub-prod,rg-data,AI,48.75
2026-01-02,sub-prod,rg-data,Monitoring,26.64
2026-01-02,sub-dev,rg-core,Compute,89.36
2026-01-02,sub-dev,rg-core,Storage,45.27
2026-01-02,sub-dev,rg-core,SQL,79.44
2026-01-02,sub-dev,rg-core,Networking,21.65
2026-01-02,sub-dev,rg-core,AI,26.62
2026-01-02,sub-dev,rg-core,Monitoring,15.14
2026-01-02,sub-dev,rg-analytics,Compute,99.19
2026-01-02,sub-dev,rg-analytics,Storage,36.29
2026-01-02,sub-dev,rg-analytics,SQL,69.11
2026-01-02,sub-dev,rg-analytics,Networking,19.35
2026-01-02,sub-dev,rg-analytics,AI,24.11
2026-01-02,sub-dev,rg-analytics,Monitoring,11.6
2026-01-02,sub-dev,rg-ml,Compute,89.22
2026-01-02,sub-dev,rg-ml,Storage,34.26
2026-01-02,sub-dev,rg-ml,SQL,54.18
2026-01-02,sub-dev,rg-ml,Networking,21.68
2026-01-02,sub-dev,rg-ml,AI,23.67
2026-01-02,sub-dev,rg-ml,Monitoring,11.43
2026-01-02,sub-dev,rg-web,Compute,91.44
2026-01-02,sub-dev,rg-web,Storage,34.5
2026-01-02,sub-dev,rg-web,SQL,55.79
2026-01-02,sub-dev,rg-web,Networking,14.65
2026-01-02,sub-dev,rg-web,AI,25.97
2026-01-02,sub-dev,rg-web,Monitoring,9.36
2026-01-02,sub-dev,rg-data,Compute,93.31
2026-01-02,sub-dev,rg-data,Storage,44.99
2026-01-02,sub-dev,rg-data,SQL,61.95
2026-01-02,sub-dev,rg-data,Networking,17.34
2026-01-02,sub-dev,rg-data,AI,25.7
2026-01-02,sub-dev,rg-data,Monitoring,11.35
2026-01-03,sub-prod,rg-core,Compute,177.18
2026-01-03,sub-prod,rg-core,Storage,67.39
2026-01-03,sub-prod,rg-core,SQL,109.79
2026-01-03,sub-prod,rg-core,Networking,31.66
2026-01-03,sub-prod,rg-core,AI,49.1
2026-01-03,sub-prod,rg-core,Monitoring,22.47
2026-01-03,sub-prod,rg-analytics,Compute,147.69
2026-01-03,sub-prod,rg-analytics,Storage,65.76
2026-01-03,sub-prod,rg-analytics,SQL,95.97
2026-01-03,sub-prod,rg-analytics,Networking,26.93
2026-01-03,sub-prod,rg-analytics,AI,44.78
2026-01-03,sub-prod,rg-analytics,Monitoring,18.14
2026-01-03,sub-prod,rg-ml,Compute,125.15
2026-01-03,sub-prod,rg-ml,Storage,55.06
2026-01-03,sub-prod,rg-ml,SQL,80.36
2026-01-03,sub-prod,rg-ml,Networking,28.2
2026-01-03,sub-prod,rg-ml,AI,40.76
2026-01-03,sub-prod,rg-ml,Monitoring,17.58
2026-01-03,sub-prod,rg-web,Compute,96.81
2026-01-03,sub-prod,rg-web,Storage,53.33
2026-01-03,sub-prod,rg-web,SQL,73.16
2026-01-03,sub-prod,rg-web,Networking,19.89
2026-01-03,sub-prod,rg-web,AI,32.23
2026-01-03,sub-prod,rg-web,Monitoring,16.92
2026-01-03,sub-prod,rg-data,Compute,161.1
2026-01-03,sub-prod,rg-data,Storage,65.26
2026-01-03,sub-prod,rg-data,SQL,120.7
2026-01-03,sub-prod,rg-data,Networking,29.47
2026-01-03,sub-prod,rg-data,AI,44.46
2026-01-03,sub-prod,rg-data,Monitoring,20.63
2026-01-03,sub-dev,rg-core,Compute,65.9
2026-01-03,sub-dev,rg-core,Storage,36.94
2026-01-03,sub-dev,rg-core,SQL,47.84
2026-01-03,sub-dev,rg-core,Networking,16.08
2026-01-03,sub-dev,rg-core,AI,29.72
2026-01-03,sub-dev,rg-core,Monitoring,11.57
2026-01-03,sub-dev,rg-analytics,Compute,87.74
2026-01-03,sub-dev,rg-analytics,Storage,31.79
2026-01-03,sub-dev,rg-analytics,SQL,52.71
2026-01-03,sub-dev,rg-analytics,Networking,14.96
2026-01-03,sub-dev,rg-analytics,AI,20.25
2026-01-03,sub-dev,rg-analytics,Monitoring,11.01
2026-01-03,sub-dev,rg-ml,Compute,60.61
2026-01-03,sub-dev,rg-ml,Storage,28.65
2026-01-03,sub-dev,rg-ml,SQL,38.99
2026-01-03,sub-dev,rg-ml,Networking,15.4
2026-01-03,sub-dev,rg-ml,AI,24.85
2026-01-03,sub-dev,rg-ml,Monitoring,9.43
2026-01-03,sub-dev,rg-web,Compute,46.0
2026-01-03,sub-dev,rg-web,Storage,26.3
2026-01-03,sub-dev,rg-web,SQL,35.63
2026-01-03,sub-dev,rg-web,Networking,11.29
2026-01-03,sub-dev,rg-web,AI,12.75
2026-01-03,sub-dev,rg-web,Monitoring,9.03
2026-01-03,sub-dev,rg-data,Compute,79.23
2026-01-03,sub-dev,rg-data,Storage,33.53
2026-01-03,sub-dev,rg-data,SQL,51.49
2026-01-03,sub-dev,rg-data,Networking,15.4
2026-01-03,sub-dev,rg-data,AI,15.89
2026-01-03,sub-dev,rg-data,Monitoring,10.99
2026-01-04,sub-prod,rg-core,Compute,198.83
2026-01-04,sub-prod,rg-core,Storage,76.84
2026-01-04,sub-prod,rg-core,SQL,117.13
2026-01-04,sub-prod,rg-core,Networking,33.09
2026-01-04,sub-prod,rg-core,AI,45.85
2026-01-04,sub-prod,rg-core,Monitoring,24.91
2026-01-04,sub-prod,rg-analytics,Compute,120.45
2026-01-04,sub-prod,rg-analytics,Storage,58.28
2026-01-04,sub-prod,rg-analytics,SQL,75.86
2026-01-04,sub-prod,rg-analytics,Networking,23.14
2026-01-04,sub-prod,rg-analytics,AI,38.27
2026-01-04,sub-prod,rg-analytics,Monitoring,22.54
2026-01-04,sub-prod,rg-ml,Compute,122.86
2026-01-04,sub-prod,rg-ml,Storage,62.1
2026-01-04,sub-prod,rg-ml,SQL,80.36
2026-01-04,sub-prod,rg-ml,Networking,25.99
2026-01-04,sub-prod,rg-ml,AI,33.24
2026-01-04,sub-prod,rg-ml,Monitoring,19.89
2026-01-04,sub-prod,rg-web,Compute,116.67
2026-01-04,sub-prod,rg-web,Storage,53.91
2026-01-04,sub-prod,rg-web,SQL,73.6
2026-01-04,sub-prod,rg-web,Networking,23.66
2026-01-04,sub-prod,rg-web,AI,27.66
2026-01-04,sub-prod,rg-web,Monitoring,15.55
2026-01-04,sub-prod,rg-data,Compute,158.76
2026-01-04,sub-prod,rg-data,Storage,60.85
2026-01-04,sub-prod,rg-data,SQL,88.67
2026-01-04,sub-prod,rg-data,Networking,27.91
2026-01-04,sub-prod,rg-data,AI,33.05
2026-01-04,sub-prod,rg-data,Monitoring,21.95
2026-01-04,sub-dev,rg-core,Compute,88.77
2026-01-04,sub-dev,rg-core,Storage,39.93
2026-01-04,sub-dev,rg-core,SQL,47.62
2026-01-04,sub-dev,rg-core,Networking,16.86
2026-01-04,sub-dev,rg-core,AI,26.13
2026-01-04,sub-dev,rg-core,Monitoring,12.18
2026-01-04,sub-dev,rg-analytics,Compute,53.14
2026-01-04,sub-dev,rg-analytics,Storage,33.19
2026-01-04,sub-dev,rg-analytics,SQL,42.95
2026-01-04,sub-dev,rg-analytics,Networking,14.88
2026-01-04,sub-dev,rg-analytics,AI,24.58
2026-01-04,sub-dev,rg-analytics,Monitoring,11.06
2026-01-04,sub-dev,rg-ml,Compute,73.32
2026-01-04,sub-dev,rg-ml,Storage,31.97
2026-01-04,sub-dev,rg-ml,SQL,53.31
2026-01-04,sub-dev,rg-ml,Networking,13.58
2026-01-04,sub-dev,rg-ml,AI,19.87
2026-01-04,sub-dev,rg-ml,Monitoring,10.82
2026-01-04,sub-dev,rg-web,Compute,41.22
2026-01-04,sub-dev,rg-web,Storage,27.59
2026-01-04,sub-dev,rg-web,SQL,36.84
2026-01-04,sub-dev,rg-web,Networking,10.08
2026-01-04,sub-dev,rg-web,AI,19.09
2026-01-04,sub-dev,rg-web,Monitoring,10.11
2026-01-04,sub-dev,rg-data,Compute,80.52
2026-01-04,sub-dev,rg-data,Storage,24.31
2026-01-04,sub-dev,rg-data,SQL,42.94
2026-01-04,sub-dev,rg-data,Networking,16.94
2026-01-04,sub-dev,rg-data,AI,18.22
2026-01-04,sub-dev,rg-data,Monitoring,10.31
2026-01-05,sub-prod,rg-core,Compute,222.87
2026-01-05,sub-prod,rg-core,Storage,99.83
2026-01-05,sub-prod,rg-core,SQL,162.73
2026-01-05,sub-prod,rg-core,Networking,48.08
2026-01-05,sub-prod,rg-core,AI,57.35
2026-01-05,sub-prod,rg-core,Monitoring,32.19
2026-01-05,sub-prod,rg-analytics,Compute,159.76
2026-01-05,sub-prod,rg-analytics,Storage,82.01
2026-01-05,sub-prod,rg-analytics,SQL,114.95
2026-01-05,sub-prod,rg-analytics,Networking,35.03
2026-01-05,sub-prod,rg-analytics,AI,47.68
2026-01-05,sub-prod,rg-analytics,Monitoring,25.22
2026-01-05,sub-prod,rg-ml,Compute,150.68
2026-01-05,sub-prod,rg-ml,Storage,75.31
2026-01-05,sub-prod,rg-ml,SQL,108.27
2026-01-05,sub-prod,rg-ml,Networking,33.41
2026-01-05,sub-prod,rg-ml,AI,49.13
2026-01-05,sub-prod,rg-ml,Monitoring,25.14
2026-01-05,sub-prod,rg-web,Compute,146.29
2026-01-05,sub-prod,rg-web,Storage,73.78
2026-01-05,sub-prod,rg-web,SQL,112.25
2026-01-05,sub-prod,rg-web,Networking,29.26
2026-01-05,sub-prod,rg-web,AI,38.69
2026-01-05,sub-prod,rg-web,Monitoring,21.06
2026-01-05,sub-prod,rg-data,Compute,210.09
2026-01-05,sub-prod,rg-data,Storage,88.59
2026-01-05,sub-prod,rg-data,SQL,156.03
2026-01-05,sub-prod,rg-data,Networking,39.95
2026-01-05,sub-prod,rg-data,AI,59.41
2026-01-05,sub-prod,rg-data,Monitoring,29.34
2026-01-05,sub-dev,rg-core,Compute,118.87
2026-01-05,sub-dev,rg-core,Storage,46.32
2026-01-05,sub-dev,rg-core,SQL,79.35
2026-01-05,sub-dev,rg-core,Networking,21.23
2026-01-05,sub-dev,rg-core,AI,28.62
2026-01-05,sub-dev,rg-core,Monitoring,14.75
2026-01-05,sub-dev,rg-analytics,Compute,82.43
2026-01-05,sub-dev,rg-analytics,Storage,33.44
2026-01-05,sub-dev,rg-analytics,SQL,56.88
2026-01-05,sub-dev,rg-analytics,Networking,17.48
2026-01-05,sub-dev,rg-analytics,AI,29.41
2026-01-05,sub-dev,rg-analytics,Monitoring,13.59
2026-01-05,sub-dev,rg-ml,Compute,78.23
2026-01-05,sub-dev,rg-ml,Storage,37.73
2026-01-05,sub-dev,rg-ml,SQL,65.33
2026-01-05,sub-dev,rg-ml,Networking,16.21
2026-01-05,sub-dev,rg-ml,AI,20.89
2026-01-05,sub-dev,rg-ml,Monitoring,11.34
2026-01-05,sub-dev,rg-web,Compute,76.82
2026-01-05,sub-dev,rg-web,Storage,34.08
2026-01-05,sub-dev,rg-web,SQL,56.97
2026-01-05,sub-dev,rg-web,Networking,16.8
2026-01-05,sub-dev,rg-web,AI,33.08
2026-01-05,sub-dev,rg-web,Monitoring,10.89
2026-01-05,sub-dev,rg-data,Compute,78.21
2026-01-05,sub-dev,rg-data,Storage,44.91
2026-01-05,sub-dev,rg-data,SQL,63.3
2026-01-05,sub-dev,rg-data,Networking,20.52
2026-01-05,sub-dev,rg-data,AI,21.78
2026-01-05,sub-dev,rg-data,Monitoring,14.45
2026-01-06,sub-prod,rg-core,Compute,250.41
2026-01-06,sub-prod,rg-core,Storage,99.91
2026-01-06,sub-prod,rg-core,SQL,173.44
2026-01-06,sub-prod,rg-core,Networking,49.23
2026-01-06,sub-prod,rg-core,AI,59.13
2026-01-06,sub-prod,rg-core,Monitoring,34.01
2026-01-06,sub-prod,rg-analytics,Compute,176.07
2026-01-06,sub-prod,rg-analytics,Storage,71.88
2026-01-06,sub-prod,rg-analytics,SQL,108.67
2026-01-06,sub-prod,rg-analytics,Networking,32.95
2026-01-06,sub-prod,rg-analytics,AI,47.8
2026-01-06,sub-prod,rg-analytics,Monitoring,26.05
2026-01-06,sub-prod,rg-ml,Compute,160.68
2026-01-06,sub-prod,rg-ml,Storage,74.21
2026-01-06,sub-prod,rg-ml,SQL,120.12
2026-01-06,sub-prod,rg-ml,Networking,34.94
2026-01-06,sub-prod,rg-ml,AI,42.2
2026-01-06,sub-prod,rg-ml,Monitoring,24.18
2026-01-06,sub-prod,rg-web,Compute,172.23
2026-01-06,sub-prod,rg-web,Storage,72.49
2026-01-06,sub-prod,rg-web,SQL,107.4
2026-01-06,sub-prod,rg-web,Networking,33.66
2026-01-06,sub-prod,rg-web,AI,44.94
2026-01-06,sub-prod,rg-web,Monitoring,22.64
2026-01-06,sub-prod,rg-data,Compute,228.58
2026-01-06,sub-prod,rg-data,Storage,85.67
2026-01-06,sub-prod,rg-data,SQL,140.62
2026-01-06,sub-prod,rg-data,Networking,39.53
2026-01-06,sub-prod,rg-data,AI,65.88
2026-01-06,sub-prod,rg-data,Monitoring,28.32
2026-01-06,sub-dev,rg-core,Compute,108.75
2026-01-06,sub-dev,rg-core,Storage,52.42
2026-01-06,sub-dev,rg-core,SQL,77.36
2026-01-06,sub-dev,rg-core,Networking,22.93
2026-01-06,sub-dev,rg-core,AI,32.7
2026-01-06,sub-dev,rg-core,Monitoring,18.31
2026-01-06,sub-dev,rg-analytics,Compute,91.28
2026-01-06,sub-dev,rg-analytics,Storage,43.79
2026-01-06,sub-dev,rg-analytics,SQL,55.58
2026-01-06,sub-dev,rg-analytics,Networking,20.61
2026-01-06,sub-dev,rg-analytics,AI,26.9
2026-01-06,sub-dev,rg-analytics,Monitoring,13.48
2026-01-06,sub-dev,rg-ml,Compute,79.01
2026-01-06,sub-dev,rg-ml,Storage,39.29
2026-01-06,sub-dev,rg-ml,SQL,66.83
2026-01-06,sub-dev,rg-ml,Networking,18.2
2026-01-06,sub-dev,rg-ml,AI,29.79
2026-01-06,sub-dev,rg-ml,Monitoring,11.19
2026-01-06,sub-dev,rg-web,Compute,93.85
2026-01-06,sub-dev,rg-web,Storage,33.86
2026-01-06,sub-dev,rg-web,SQL,58.98
2026-01-06,sub-dev,rg-web,Networking,17.56
2026-01-06,sub-dev,rg-web,AI,24.37
2026-01-06,sub-dev,rg-web,Monitoring,11.5
2026-01-06,sub-dev,rg-data,Compute,116.6
2026-01-06,sub-dev,rg-data,Storage,45.42
2026-01-06,sub-dev,rg-data,SQL,65.71
2026-01-06,sub-dev,rg-data,Networking,19.19
2026-01-06,sub-dev,rg-data,AI,27.89
2026-01-06,sub-dev,rg-data,Monitoring,14.44
2026-01-07,sub-prod,rg-core,Compute,250.03
2026-01-07,sub-prod,rg-core,Storage,96.56
2026-01-07,sub-prod,rg-core,SQL,151.42
2026-01-07,sub-prod,rg-core,Networking,44.21
2026-01-07,sub-prod,rg-core,AI,52.78
2026-01-07,sub-prod,rg-core,Monitoring,31.39
2026-01-07,sub-prod,rg-analytics,Compute,180.5
2026-01-07,sub-prod,rg-analytics,Storage,85.48
2026-01-07,sub-prod,rg-analytics,SQL,103.95
2026-01-07,sub-prod,rg-analytics,Networking,39.15
2026-01-07,sub-prod,rg-analytics,AI,48.59
2026-01-07,sub-prod,rg-analytics,Monitoring,26.1
2026-01-07,sub-prod,rg-ml,Compute,173.21
2026-01-07,sub-prod,rg-ml,Storage,74.02
2026-01-07,sub-prod,rg-ml,SQL,107.11
2026-01-07,sub-prod,rg-ml,Networking,30.1
2026-01-07,sub-prod,rg-ml,AI,46.29
2026-01-07,sub-prod,rg-ml,Monitoring,24.68
2026-01-07,sub-prod,rg-web,Compute,163.74
2026-01-07,sub-prod,rg-web,Storage,71.71
2026-01-07,sub-prod,rg-web,SQL,95.67
2026-01-07,sub-prod,rg-web,Networking,33.02
2026-01-07,sub-prod,rg-web,AI,42.85
2026-01-07,sub-prod,rg-web,Monitoring,22.11
2026-01-07,sub-prod,rg-data,Compute,210.0
2026-01-07,sub-prod,rg-data,Storage,78.36
2026-01-07,sub-prod,rg-data,SQL,138.26
2026-01-07,sub-prod,rg-data,Networking,36.18
2026-01-07,sub-prod,rg-data,AI,61.16
2026-01-07,sub-prod,rg-data,Monitoring,29.23
2026-01-07,sub-dev,rg-core,Compute,108.13
2026-01-07,sub-dev,rg-core,Storage,48.1
2026-01-07,sub-dev,rg-core,SQL,69.79
2026-01-07,sub-dev,rg-core,Networking,25.63
2026-01-07,sub-dev,rg-core,AI,28.22
2026-01-07,sub-dev,rg-core,Monitoring,13.81
2026-01-07,sub-dev,rg-analytics,Compute,110.99
2026-01-07,sub-dev,rg-analytics,Storage,47.18
2026-01-07,sub-dev,rg-analytics,SQL,68.63
2026-01-07,sub-dev,rg-analytics,Networking,20.83
2026-01-07,sub-dev,rg-analytics,AI,26.74
2026-01-07,sub-dev,rg-analytics,Monitoring,11.46
2026-01-07,sub-dev,rg-ml,Compute,93.19
2026-01-07,sub-dev,rg-ml,Storage,38.92
2026-01-07,sub-dev,rg-ml,SQL,56.0
2026-01-07,sub-dev,rg-ml,Networking,16.1
2026-01-07,sub-dev,rg-ml,AI,19.51
2026-01-07,sub-dev,rg-ml,Monitoring,14.62
2026-01-07,sub-dev,rg-web,Compute,80.96
2026-01-07,sub-dev,rg-web,Storage,37.89
2026-01-07,sub-dev,rg-web,SQL,47.72
2026-01-07,sub-dev,rg-web,Networking,17.54
2026-01-07,sub-dev,rg-web,AI,31.69
2026-01-07,sub-dev,rg-web,Monitoring,10.28
2026-01-07,sub-dev,rg-data,Compute,102.47
2026-01-07,sub-dev,rg-data,Storage,45.45
2026-01-07,sub-dev,rg-data,SQL,74.52
2026-01-07,sub-dev,rg-data,Networking,22.7
2026-01-07,sub-dev,rg-data,AI,26.2
2026-01-07,sub-dev,rg-data,Monitoring,14.87
2026-01-08,sub-prod,rg-core,Compute,218.24
2026-01-08,sub-prod,rg-core,Storage,93.16
2026-01-08,sub-prod,rg-core,SQL,154.85
2026-01-08,sub-prod,rg-core,Networking,40.65
2026-01-08,sub-prod,rg-core,AI,51.35
2026-01-08,sub-prod,rg-core,Monitoring,28.53
2026-01-08,sub-prod,rg-analytics,Compute,155.14
2026-01-08,sub-prod,rg-analytics,Storage,76.6
2026-01-08,sub-prod,rg-analytics,SQL,112.84
2026-01-08,sub-prod,rg-analytics,Networking,34.52
2026-01-08,sub-prod,rg-analytics,AI,41.42
2026-01-08,sub-prod,rg-analytics,Monitoring,23.17
2026-01-08,sub-prod,rg-ml,Compute,164.82
2026-01-08,sub-prod,rg-ml,Storage,76.53
2026-01-08,sub-prod,rg-ml,SQL,110.07
2026-01-08,sub-prod,rg-ml,Networking,35.05
2026-01-08,sub-prod,rg-ml,AI,51.79
2026-01-08,sub-prod,rg-ml,Monitoring,25.22
2026-01-08,sub-prod,rg-web,Compute,132.1
2026-01-08,sub-prod,rg-web,Storage,70.64
2026-01-08,sub-prod,rg-web,SQL,100.53
2026-01-08,sub-prod,rg-web,Networking,27.83
2026-01-08,sub-prod,rg-web,AI,46.34
2026-01-08,sub-prod,rg-web,Monitoring,19.95
2026-01-08,sub-prod,rg-data,Compute,223.34
2026-01-08,sub-prod,rg-data,Storage,81.6
2026-01-08,sub-prod,rg-data,SQL,140.79
2026-01-08,sub-prod,rg-data,Networking,37.88
2026-01-08,sub-prod,rg-data,AI,63.49
2026-01-08,sub-prod,rg-data,Monitoring,25.63
2026-01-08,sub-dev,rg-core,Compute,106.95
2026-01-08,sub-dev,rg-core,Storage,45.51
2026-01-08,sub-dev,rg-core,SQL,70.39
2026-01-08,sub-dev,rg-core,Networking,21.35
2026-01-08,sub-dev,rg-core,AI,24.28
2026-01-08,sub-dev,rg-core,Monitoring,15.71
2026-01-08,sub-dev,rg-analytics,Compute,90.57
2026-01-08,sub-dev,rg-analytics,Storage,38.71
2026-01-08,sub-dev,rg-analytics,SQL,57.53
2026-01-08,sub-dev,rg-analytics,Networking,17.53
2026-01-08,sub-dev,rg-analytics,AI,25.28
2026-01-08,sub-dev,rg-analytics,Monitoring,13.83
2026-01-08,sub-dev,rg-ml,Compute,64.8
2026-01-08,sub-dev,rg-ml,Storage,35.87
2026-01-08,sub-dev,rg-ml,SQL,55.48
2026-01-08,sub-dev,rg-ml,Networking,18.01
2026-01-08,sub-dev,rg-ml,AI,28.9
2026-01-08,sub-dev,rg-ml,Monitoring,13.67
2026-01-08,sub-dev,rg-web,Compute,81.88
2026-01-08,sub-dev,rg-web,Storage,29.33
2026-01-08,sub-dev,rg-web,SQL,51.23
2026-01-08,sub-dev,rg-web,Networking,12.93
2026-01-08,sub-dev,rg-web,AI,19.77
2026-01-08,sub-dev,rg-web,Monitoring,13.74
2026-01-08,sub-dev,rg-data,Compute,79.94
2026-01-08,sub-dev,rg-data,Storage,42.51
2026-01-08,sub-dev,rg-data,SQL,56.9
2026-01-08,sub-dev,rg-data,Networking,16.62
2026-01-08,sub-dev,rg-data,AI,35.24
2026-01-08,sub-dev,rg-data,Monitoring,14.16
2026-01-09,sub-prod,rg-core,Compute,221.27
2026-01-09,sub-prod,rg-core,Storage,91.62
2026-01-09,sub-prod,rg-core,SQL,160.52
2026-01-09,sub-prod,rg-core,Networking,40.76
2026-01-09,sub-prod,rg-core,AI,40.5
2026-01-09,sub-prod,rg-core,Monitoring,31.63
2026-01-09,sub-prod,rg-analytics,Compute,171.43
2026-01-09,sub-prod,rg-analytics,Storage,79.67
2026-01-09,sub-prod,rg-analytics,SQL,114.52
2026-01-09,sub-prod,rg-analytics,Networking,34.53
2026-01-09,sub-prod,rg-analytics,AI,44.03
2026-01-09,sub-prod,rg-analytics,Monitoring,22.73
2026-01-09,sub-prod,rg-ml,Compute,176.59
2026-01-09,sub-prod,rg-ml,Storage,71.28
2026-01-09,sub-prod,rg-ml,SQL,101.61
2026-01-09,sub-prod,rg-ml,Networking,33.67
2026-01-09,sub-prod,rg-ml,AI,41.69
2026-01-09,sub-prod,rg-ml,Monitoring,22.48
2026-01-09,sub-prod,rg-web,Compute,139.02
2026-01-09,sub-prod,rg-web,Storage,59.75
2026-01-09,sub-prod,rg-web,SQL,89.75
2026-01-09,sub-prod,rg-web,Networking,28.27
2026-01-09,sub-prod,rg-web,AI,39.62
2026-01-09,sub-prod,rg-web,Monitoring,21.35
2026-01-09,sub-prod,rg-data,Compute,224.83
2026-01-09,sub-prod,rg-data,Storage,87.09
2026-01-09,sub-prod,rg-data,SQL,136.83
2026-01-09,sub-prod,rg-data,Networking,35.92
2026-01-09,sub-prod,rg-data,AI,50.94
2026-01-09,sub-prod,rg-data,Monitoring,27.17
2026-01-09,sub-dev,rg-core,Compute,111.55
2026-01-09,sub-dev,rg-core,Storage,47.37
2026-01-09,sub-dev,rg-core,SQL,74.42
